Question,Answer
생활문제 장르에서 인기 있는 도서는 무엇인가요?,"생활문제 장르에서 인기 있는 도서는 왜 세계의 절반은 굶주리는가?, 착취도시, 서울:당신이 모르는 도시의 미궁에 대한 탐색, 씨앗 :역사를 바꾼 위대한 알갱이 , 굶주리는 세계, 어떻게 구할 것인가? , 소비가 직업이다:프로슈머의 시대는 어떻게 오고 있는가, 쇼핑은 투표보다 중요하다:정치적 소비자 운동을 위하여, 청소력:행복한 자장(磁場)을 만드는 힘, 열 평짜리 공간 , 저녁 식탁에서 지구를 생각하다 :건강하고·공평하고·지속가능하고·정의롭게 먹는다는 것 , 착취도시, 서울 입니다."
"40대, 미상에서 인기 있는 도서는 무엇인가요?","40대, 미상에서 인기 있는 도서는 엄마 친구, 아저씨가 나타났다 입니다."
"치과의학, 이비인후과학, 안과학 장르에서 인기 있는 도서는 무엇인가요?","치과의학, 이비인후과학, 안과학 장르에서 인기 있는 도서는 양치를 잘 할 거야 / 양치를 안 할 거야, 1분이면 코가 뻥 뚫린다:비염, 콧물, 코막힘, 알레르기를 약 없이 해결하는 코 건강법 , (치과의사도 모르는) 진짜 치과 이야기, (마흔에 시작하는) 눈이 좋아지는 습관:피로는 없애고 노안은 막는다, (안과 전문의가 알려주는) 스스로 시력 회복법, 하루 6분 시력 회복법:하루 6분으로 점점 시력이 좋아진다!:가장 간편한 시력회복비법, (부모님과 함께하는 어린이) 시력회복 트레이닝, 눈이 젊어지는 기적의 눈 건강법:백년 쓰는 눈 만드는 내 눈 사용 설명서, 오늘도 이 닦으며 천만 원 법니다 :엄마가 된 치과위생사의 다정한 치카 이야기 , (실제로 시력이 회복되는) 하루 1분 눈 마사지 입니다."
고대그리스 장르에서 인기 있는 도서는 무엇인가요?,"고대그리스 장르에서 인기 있는 도서는 그리스인 이야기, 고대 그리스인의 생각과 힘 입니다."
"세계사, 세계문화사 장르에서 인기 있는 도서는 무엇인가요?","세계사, 세계문화사 장르에서 인기 있는 도서는 용선생이 간다:세계 문화 여행, (설민석의) 세계사 대모험, (교양으로 읽는) 용선생 세계사, 먼나라 이웃나라:시즌 2:지역·주제편, 설민석의 세계사 대모험, (설민석의)세계사 대모험, 쿠키런 세계사=Cookie Run, 먼나라 이웃나라:시즌2 지역·주제편, (비주얼 싱킹) 세계를 여는 문:앱으로 읽는 지구촌 사회 문화, 세계사톡 입니다."
"수상경기, 공중경기 장르에서 인기 있는 도서는 무엇인가요?","수상경기, 공중경기 장르에서 인기 있는 도서는 처음 읽는 수영 세계사 입니다."
"유아(6~7세), 남에서 인기 있는 도서는 무엇인가요?","유아(6~7세), 남에서 인기 있는 도서는 도토리 마을의 목공소, 진정한 일곱 살, 내가 맨 앞에 서도 될까?, 대단한 수염, Maisy's sports day, 나는 당신을 믿어요, 하나 둘 셋 슈퍼히어로, Amazing aeroplanes, 화장실 로켓 입니다."
"영유아(0~5세), 여에서 인기 있는 도서는 무엇인가요?","영유아(0~5세), 여에서 인기 있는 도서는 Say ""Cheese!"", 편식하지 않아요, 선물이 왔어요:우리 아이 처음 만나는 모양 그림책, (뽀롱뽀롱 뽀로로) 공룡이 나타났어요!, 페파의 여름 방학, 인사, Dora in the deep sea, 의사와 간호사 선생님 고마워요!, 안전생활 에이스 입니다."
"미술 분야의 학회, 단체, 기관, 회의 장르에서 인기 있는 도서는 무엇인가요?","미술 분야의 학회, 단체, 기관, 회의 장르에서 인기 있는 도서는 앗! 고양이 미술관:아이와 어른이 함께 보는 미술관 안내서, 파리 미술관 역사로 걷다, 간송미술관에는 어떤 보물이 있을까:전형필 선생님이 지킨 위대한 우리 유산, (어린이를 위한) 미술관 안내서, (모마 미술관 도슨트북) 그림들 , 북극곰 퐁퐁이 숨어 있는 오르세 미술관, 90일 밤의 미술관:하루 1작품 내 방에서 즐기는 유럽 미술관 투어, 이건희 컬렉션 =Lee Kun-hee collection :내 손안의 도슨트북 , 미술관에 대한 모든 것:최초의 미술관부터 전시회가 열리기까지, (어린이를 위한)미술관 안내서 입니다."
"독본, 해석, 회화 장르에서 인기 있는 도서는 무엇인가요?","독본, 해석, 회화 장르에서 인기 있는 도서는 Magic adventures, Vera the alien hunter, School adventures, Andrew lost, (The) frog prince, Marvin Redpost, Bear Grylls Adventure, Press Start!, Rapunzel, Ivy + Bean 입니다."
"미술의 지도법, 연구법 및 교육 장르에서 인기 있는 도서는 무엇인가요?","미술의 지도법, 연구법 및 교육 장르에서 인기 있는 도서는 (라온이네)사계절 자연미술놀이:놀이 중심, 아이 중심! 아이 주도적으로 참여하는 엄마표 미술, 미술관 100％ 활용법, 호기심 미술 수업:명화 속 숨은 비밀 찾기 입니다."
일반 동물학 장르에서 인기 있는 도서는 무엇인가요?,"일반 동물학 장르에서 인기 있는 도서는 오션 몬스터, 어쩌다보니 살아남았습니다:지구에서 사라지면 절대로 안 될 101종의 이상한 동물도감, (엄청나게 큰) 바닷속 동물 백과, (이럴수가!) 왠지 이상한 멸종 동물도감, 내 똥으로 뭐 할까?, 이유가 있어서 멸종했습니다, 동물 마법 학교:동물들의 특별한 능력 사전 , (열 번 보고 백 번 봐도) 재미있는 동물백과, 숲속의 숨바꼭질 대장:자연 숨은 그림 찾기, (아프지 않고 다치지 않게) 동물을 제대로 잡는 방법 입니다."
현미경 및 현미경검사법 일반  장르에서 인기 있는 도서는 무엇인가요?,현미경 및 현미경검사법 일반  장르에서 인기 있는 도서는 당신의 주인은 DNA가 아니다 :마음과 환경이 몸과 운명을 바꾼다  입니다.
해양학 장르에서 인기 있는 도서는 무엇인가요?,"해양학 장르에서 인기 있는 도서는 바다:지구에서 가장 아름다운 세계, 깊고 깊은 바닷속으로:심해 잠수정 앨빈호의 바닷속 탐험, 우리 집을 찾아 줘!:전 세계 물 탐험, 소중한 지구의 바다:바다 숨은 그림 찾기, 바닷속으로, 물을 생각해요 , 물이 돌고 돌아:모습을 바꾸며 순환하는 물 이야기, 바다 쓰레기의 비밀:바다 쓰레기에서 배우는 과학과 환경, 놀란 박사의 바다 대탈출, 당신만 몰랐던 매혹적인 바다이야기 27:알고 보면 신기하고 재미있는 sea story 입니다."
이론 및 철학의 효용 장르에서 인기 있는 도서는 무엇인가요?,"이론 및 철학의 효용 장르에서 인기 있는 도서는 철학의 위안:불안한 존재들을 위하여, 일상에서 철학하기 , 철학의 교과서:당신이 몰랐던 진짜 철학, 철학의 바다에 빠져라, 현대 한국어로 철학하기 :철학의 개념과 번역어를 살피다  입니다."
"수서, 정리 및 보관 장르에서 인기 있는 도서는 무엇인가요?","수서, 정리 및 보관 장르에서 인기 있는 도서는 한국십진분류법, 도서관 책 보수 매뉴얼 입니다."
유럽(구라파) 장르에서 인기 있는 도서는 무엇인가요?,"유럽(구라파) 장르에서 인기 있는 도서는 (김태권의) 십자군 이야기=(De) Expeditione Sacra, (떠나자!) 구석구석 유럽 탐험:유럽의 역사와 문화 속으로, 도시로 보는 유럽사:아테네, 로마부터 파리, 프라이부르크까지 18개 도시로 떠나는 역사기행, 거꾸로 읽는 그리스 로마사:신화가 아닌 보통 사람의 삶으로 본 그리스 로마 시대, (외우지 않고 통으로 이해하는) 통 유럽사, 대담한 작전, 주경철의 유럽인 이야기, 유발 하라리의 르네상스 전쟁 회고록:전쟁, 역사 그리고 나, 1450~1600, (김태권의) 십자군 이야기=Bellum contra cruce signatos, 낯선 중세 입니다."
"청소년(14~19세), 남에서 인기 있는 도서는 무엇인가요?","청소년(14~19세), 남에서 인기 있는 도서는 구라짱, 지니어스 게임, 2041 달기지 살인사건, (The) ship of the dead, 퍼시잭슨과 올림포스의 신, 아이엠 봉준호, 놓지 마 과학!:놓지 마 정신줄! 학습 만화, 퇴마록 :국내편  입니다."
성악 장르에서 인기 있는 도서는 무엇인가요?,"성악 장르에서 인기 있는 도서는 BTS:Tthe review, 어쩌다 보니 재즈를 듣게 되었습니다:인문쟁이의 재즈 수업, Wee sing the best of wee sing, 리코더를 불자[스트리밍], Wee sing and play, Wee sing for baby, 리코더를 불자, 지금 여기의 아이돌-아티스트 =Idols as artists in the K-pop era , Wee sing nursery rhymes and lullabies, (엄마 아빠와 함께하는) 율동 동요 입니다."
"60대 이상, 여에서 인기 있는 도서는 무엇인가요?","60대 이상, 여에서 인기 있는 도서는 풀꽃도 꽃이다:조정래 장편소설, 해리:공지영 장편소설, 나, 있는 그대로 참 좋다, 할머니는 죽지 않는다, 나는 아직도 스님이 되고 싶다, 나의 아름다운 이웃:박완서 짧은 소설, 아버지에게 갔었어, (기다리는) 행복, 그럼에도 불구하고 :공지영의 섬진 산책  입니다."
"일본철학, 사상 장르에서 인기 있는 도서는 무엇인가요?","일본철학, 사상 장르에서 인기 있는 도서는 인간과 풍토 입니다."
"예수그리스도, 사도 장르에서 인기 있는 도서는 무엇인가요?","예수그리스도, 사도 장르에서 인기 있는 도서는 부활, 예수의 언어 입니다."
기악합주 장르에서 인기 있는 도서는 무엇인가요?,"기악합주 장르에서 인기 있는 도서는 기아 타이거즈 때문에 산다 =KIA Tigers , 백조의 호수 :차이콥스키가 작곡한 발레 음악  입니다."
음악 장르에서 인기 있는 도서는 무엇인가요?,"음악 장르에서 인기 있는 도서는 (난생 처음 한번 들어보는) 클래식 수업, (난생 처음 한번 들어보는)클래식 수업, 스쿨 오브 뮤직, (음악 감상이 즐거워지는) 클래식 상식사전, 오래되고 멋진 클래식 레코드, (알수록 다시 보는) 서양 음악100:음악이 알려주지 않는 음악 속 숨겨진 이야기, 모차르트와 마술피리 , 어쩌다 클래식 :만화로 읽는 45가지 클래식 이야기 , 맛있는 쇼팽 향긋한 베토벤:상식에서 잡할까지 유쾌한 음악 사전, 베토벤과 운명 교향곡  입니다."
전기학 및 전자학 장르에서 인기 있는 도서는 무엇인가요?,"전기학 및 전자학 장르에서 인기 있는 도서는 (어디어디 숨었니?) 와글와글 공룡, (속 보이는 물리) 전기와 자기 밀고 당기기, 게놈에 담긴 미래:유전체 정보와 맞춤의료, 찌릿찌릿 힘센 전기 입니다."
국가 및 정치윤리 장르에서 인기 있는 도서는 무엇인가요?,"국가 및 정치윤리 장르에서 인기 있는 도서는 (10대를 위한) 정의란 무엇인가, 돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가 , 열 살, 목민심서를 만나다 , (묻고 답하면서 배우는) 정의 수업, (어린이 스스로 깨치는) '정의'란 이런 것!, (어린이 스스로 깨치는)정의란 이런 것!, 정의가 필요해, 정치와 도덕을 말하다:좋은 삶을 향한 공공철학 논쟁, 하나를 위한 정의 모두를 위한 정의:존롤즈가 들려주는 정의 이야기 입니다."
"보석, 갑각, 패류공예 장르에서 인기 있는 도서는 무엇인가요?","보석, 갑각, 패류공예 장르에서 인기 있는 도서는 (일본의 가죽공예 장인에게 배우는) 어른의 가죽공예, 모던한 가죽 소품 만들기:손바느질로 만드는 24가지 가죽 아이템, 핸드메이드 가죽공예:기초편, (핸드메이드) 가죽공예:가죽으로 시작하는 명품 만들기, 가죽 소품:재봉틀로 만드는 가죽 소품과 가방 입니다."
포르투갈문학 장르에서 인기 있는 도서는 무엇인가요?,"포르투갈문학 장르에서 인기 있는 도서는 동물들의 우당탕탕 첫 선거, 우리가 사라지면 어디로 갈까?, 끝이라고?, 넘어져도 괜찮아!, 나의 라임 오렌지나무, 눈먼 자들의 도시, 노란공:우리 같이 찾아보자, 감자를 송송 썰어, 씨앗 100개가 어디로 갔을까, (발터 벤야민의) 수수께끼 라디오:30개의 두뇌 게임 입니다."
기타 게르만어 장르에서 인기 있는 도서는 무엇인가요?,기타 게르만어 장르에서 인기 있는 도서는 국가대표 네덜란드어 완전 첫걸음  입니다.
보험 장르에서 인기 있는 도서는 무엇인가요?,"보험 장르에서 인기 있는 도서는 4대보험 반만 알자, (살아가는 데 꼭 필요한 최소한의)보험상식, 어쩌다, 영업인 입니다."
"극장, 연출, 연기 장르에서 인기 있는 도서는 무엇인가요?","극장, 연출, 연기 장르에서 인기 있는 도서는 공연 행사 제작 매뉴얼 :탁현민 프로덕션 , 케이팝 시대를 항해하는 콘서트 연출기 :소극장에서 웸블리 스타디움까지, 케이팝 콘서트 연출 노트 , (명배우의) 연기 수업, 굿캐스팅=Good casting:오디션과 촬영장에서 주목받는 카메라연기 레슨, 김정옥의 연출세계 :영원히 자유를 꿈꾸는 시인 광대 , 박리디아의 스타니슬라브스키시스템 즉흥연기 훈련노트 , 액팅 원:연기에 대해 알아야 할 모든 것 입니다."
재정 장르에서 인기 있는 도서는 무엇인가요?,"재정 장르에서 인기 있는 도서는 세금, 알아야 바꾼다:깨어 있는 시민을 위한 세금교과서, 주택과 세금:취득 보유 임대 양도 상속 증여 관련 모든 세금 정리, 시크리시 월드, 법인 CEO가 알아야 할 모든 것:법인 설립부터 승계＆청산까지 A to Z, 부동산 절세 완전정복, 법인 CEO가 알아야 할 모든 것, 재정전쟁 :세금과 복지의 정치경제학 , 사장님! 절세? 어렵지 않아요:증빙을 잘 하는 것이 절세다, (궁금해요) 세금과 나라 살림, (투에이스의)부동산 절세의 기술 입니다."
